law360_firm_id,law360_firm_name,dupe_LM,combine_LM,qualify_LM,lm_firm_id,lm_firm_name,yoda_id,yoda_guid,yoda_url,Law Firm,Total Cases,As Plaintiff,As Defendant,Districts,States / Territories Count,States / Territories Names,Judges,Antitrust,Bankruptcy,Civil Rights,Consumer Protection,Contracts,Copyright,Employment,Environmental,ERISA,False Claims,Insurance,Patent,Product Liability,Securities,Surety Bond,Tax,Torts,Trademark,Trade Secret,D.Me.,D.Mass.,D.N.H.,D.R.I.,D.P.R.,D.Conn.,E.D.N.Y.,N.D.N.Y.,S.D.N.Y.,W.D.N.Y.,D.Vt.,D.Del.,D.N.J.,E.D.Pa.,M.D.Pa.,W.D.Pa.,D.V.I.,D.Md.,E.D.N.C.,M.D.N.C.,W.D.N.C.,D.S.C.,E.D.Va.,W.D.Va.,N.D.W.Va.,S.D.W.Va.,E.D.La.,M.D.La.,W.D.La.,N.D.Miss.,S.D.Miss.,E.D.Tex.,N.D.Tex.,S.D.Tex.,W.D.Tex.,E.D.Ky.,W.D.Ky.,E.D.Mich.,W.D.Mich.,N.D.Ohio,S.D.Ohio,E.D.Tenn.,M.D.Tenn.,W.D.Tenn.,C.D.Ill.,N.D.Ill.,S.D.Ill.,N.D.Ind.,S.D.Ind.,E.D.Wis.,W.D.Wis.,E.D.Ark.,W.D.Ark.,N.D.Iowa,S.D.Iowa,D.Minn.,E.D.Mo.,W.D.Mo.,D.Neb.,D.N.D.,D.S.D.,D.Alaska,D.Ariz.,C.D.Cal.,E.D.Cal.,N.D.Cal.,S.D.Cal.,D.Guam,D.Haw.,D.Idaho,D.Mont.,D.Nev.,D.N.Mar.I.,D.Or.,E.D.Wash.,W.D.Wash.,D.Colo.,D.Kan.,D.N.M.,E.D.Okla.,N.D.Okla.,W.D.Okla.,D.Utah,D.Wyo.,M.D.Ala.,N.D.Ala.,S.D.Ala.,M.D.Fla.,N.D.Fla.,S.D.Fla.,M.D.Ga.,N.D.Ga.,S.D.Ga.,D.D.C.
ROP8711,Ropes & Gray,,,,5090,Ropes & Gray,312218,urn:entity:lfm-312218,https://yoda.lexisai.aws.lexis.com/lawfirms/312218,Ropes & Gray,277,95,161,36,25,"California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Kansas, Maryland, Massachusetts, Michigan, Minnesota, Nevada, New Hampshire, New Jersey, New York, North Dakota, Ohio, Oklahoma, Pennsylvania, Texas, Virginia, Washington, Wisconsin",167,8,14,2,3,35,3,3,0,2,4,1,63,4,35,0,0,3,3,4,0,24,2,0,0,1,9,0,46,1,0,21,5,0,1,2,0,7,0,0,0,0,2,4,0,0,0,0,0,0,0,11,2,3,16,0,0,2,0,1,0,0,0,0,0,16,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,19,3,0,0,0,0,4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,1,2,0,1,0,52
RUM7364,Rumberger Kirk,,,,5487,"Rumberger, Kirk & Caldwell",23517,urn:entity:lfm-23517,https://yoda.lexisai.aws.lexis.com/lawfirms/23517,"Rumberger, Kirk & Caldwell",246,33,209,20,15,"Alabama, Arizona, California, Colorado, Florida, Georgia, Iowa, Massachusetts, Michigan, Minnesota, New York, South Carolina, Texas, Virginia, Virgin Islands",77,0,1,21,6,19,0,17,0,0,0,38,2,39,5,0,0,52,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,1,103,21,95,0,2,0,0
RUS3068,Ruskin Moscou Faltischek,,,,,,,,,Ruskin Moscou Faltischek,56,14,41,3,2,"New Jersey, New York",42,0,0,2,6,14,1,10,3,0,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,28,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUT1628,Rutan & Tucker,,,,24625,Rutan & Tucker,75859,urn:entity:lfm-75859,https://yoda.lexisai.aws.lexis.com/lawfirms/75859,Rutan & Tucker,131,57,72,23,17,"Arizona, California, Florida, Georgia, Illinois, Kansas, Maryland, Michigan, Minnesota, Nevada, New York, North Carolina, Ohio, Pennsylvania, Texas, Utah, Washington",78,1,0,10,0,24,14,10,1,0,0,1,11,1,0,0,0,0,41,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,85,1,13,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
SAN6700,SANDBERG PHOENIX & von GONTARD,,,,,,,,,SANDBERG PHOENIX & von GONTARD,227,39,183,15,12,"Connecticut, Florida, Idaho, Illinois, Iowa, Kansas, Louisiana, Missouri, Ohio, Texas, Virginia, West Virginia",56,0,1,4,39,32,0,19,0,6,1,20,5,24,0,2,0,39,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,3,38,0,0,0,0,0,0,0,2,0,103,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SAU2331,Saul Ewing,,,,45408557,Saul Ewing Arnstein & Lehr,288042,urn:entity:lfm-288042,https://yoda.lexisai.aws.lexis.com/lawfirms/288042,Saul Ewing Arnstein & Lehr,908,278,611,56,33,"Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Idaho, Illinois, Indiana, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nebraska, Nevada, New Jersey, New York, North Carolina, North Dakota, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Vermont, Virginia, Wisconsin",334,9,15,60,70,136,8,65,5,137,2,28,111,16,13,1,2,23,30,22,1,10,0,0,1,2,28,5,58,1,2,52,129,201,45,51,0,48,3,1,1,3,10,1,0,0,2,1,0,0,0,3,3,4,2,0,1,7,0,0,0,1,1,1,2,58,2,1,0,1,3,0,1,0,0,11,4,3,2,1,0,0,0,4,2,6,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,86,0,5,0,12
SAX6166,Saxton & Stump,,,,,,,,,Saxton & Stump,90,31,50,12,9,"Alabama, Connecticut, Georgia, New Jersey, Ohio, Pennsylvania, Rhode Island, South Carolina, Texas",51,0,1,7,6,13,2,18,0,0,0,3,2,2,8,0,2,13,2,5,0,0,0,1,0,1,0,0,0,0,0,0,5,44,25,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
SCA8442,Scarinci & Hollenbeck,,,,,,,,,Scarinci & Hollenbeck,46,13,33,7,6,"Delaware, Maryland, New Jersey, New York, Texas, Utah",29,0,0,5,0,3,2,9,1,0,0,0,4,0,1,0,1,2,6,0,0,0,0,0,0,0,2,0,10,0,0,1,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SCH6594,Schnader Harrison Segal & Lewis,,,,,,,,,Schnader Harrison Segal & Lewis,258,41,198,32,21,"California, Delaware, District of Columbia, Florida, Idaho, Indiana, Louisiana, Maryland, Michigan, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, Ohio, Pennsylvania, Texas, Virginia, Washington, West Virginia",152,5,7,13,2,27,1,29,0,1,1,14,8,51,14,0,0,49,5,2,0,0,1,0,0,0,19,2,23,1,0,12,40,56,9,19,0,5,0,0,1,0,1,0,0,2,1,0,0,0,0,0,4,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,24,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5
SCH1598,Schulte Roth & Zabel,,,,,,,,,Schulte Roth & Zabel,80,18,53,22,17,"California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Maryland, Massachusetts, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, South Carolina, Texas, Virginia, West Virginia",59,0,4,3,0,14,0,1,1,8,0,11,0,0,16,0,0,6,3,1,0,2,0,0,0,1,2,1,41,0,0,4,3,2,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,4
SCH2657,"Schwabe, Williamson & Wyatt",,,,,,,,,"Schwabe, Williamson & Wyatt",195,58,128,19,15,"Alaska, Arizona, California, Florida, Hawaii, Idaho, Michigan, Montana, New Jersey, New York, North Carolina, North Dakota, Oregon, Texas, Washington",51,0,1,5,6,39,2,16,5,5,1,10,5,26,0,1,0,16,9,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,2,1,3,2,0,1,1,2,0,0,84,12,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SCO3025,Scopelitis Garvin Light Hanson & Feary,,,,,,,,,Scopelitis Garvin Light Hanson & Feary,236,22,213,49,30,"Alabama, Arizona, Arkansas, California, Colorado, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Massachusetts, Michigan, Minnesota, Missouri, New Mexico, New York, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, Wisconsin",157,0,0,0,5,29,0,107,0,3,0,17,0,0,0,0,0,51,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,5,17,1,0,0,4,3,2,0,2,4,2,3,31,3,9,25,15,6,1,0,2,0,4,0,3,0,0,1,0,1,28,3,17,1,0,0,0,0,0,0,2,1,3,3,1,1,0,2,1,1,0,1,1,0,4,0,4,1,2,0,2
SCO8474,Scott + Scott,,,,6286563,Scott & Scott (scott-scott.com),21417249,urn:entity:lfm-21417249,https://yoda.lexisai.aws.lexis.com/lawfirms/21417249,Scott & Scott (scott-scott.com),192,152,5,32,24,"Arkansas, California, Connecticut, Florida, Georgia, Illinois, Iowa, Massachusetts, Minnesota, Missouri, Nebraska, Nevada, New Jersey, New Mexico, New York, Ohio, Oklahoma, Pennsylvania, Rhode Island, Texas, Vermont, Virginia, Washington, Wisconsin",137,12,0,0,12,13,0,0,0,7,0,2,0,5,93,0,0,7,0,0,0,5,0,1,0,11,13,1,48,2,1,0,7,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,16,1,0,0,1,0,2,0,0,4,4,0,2,1,0,0,0,0,8,0,35,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0
SEE6209,Seed IP Law Group,,,,,,,,,Seed IP Law Group,30,13,16,10,7,"Alabama, California, Delaware, Florida, Ohio, Texas, Washington",22,1,0,0,0,8,8,0,0,0,0,0,14,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
SEG8096,Segal McCambridge Singer & Mahoney,,,,,,,,,Segal McCambridge Singer & Mahoney,356,21,334,25,12,"Arkansas, California, Florida, Georgia, Illinois, Indiana, Michigan, Missouri, New York, North Carolina, Pennsylvania, Texas",153,1,0,3,21,7,3,10,0,0,1,239,0,18,3,0,0,41,0,4,0,0,0,0,0,0,9,1,12,1,0,0,0,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,70,75,65,0,0,34,10,0,0,0,0,0,3,28,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,1,0,0
SEL8060,Selendy & Gay,,,,,,,,,Selendy & Gay,247,25,6,9,7,"California, District of Columbia, Illinois, Massachusetts, New Jersey, New York, Tennessee",38,2,210,2,0,2,0,4,0,0,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,3,0,235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SEL1226,Selman Breitman,,,,,,,,,Selman Breitman,271,54,140,20,16,"Alaska, Arizona, California, Colorado, Hawaii, Missouri, Montana, Nevada, New Jersey, New York, North Carolina, Oregon, Pennsylvania, Tennessee, Texas, Washington",103,1,0,17,32,12,1,3,1,2,0,129,0,26,3,1,0,31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,136,23,40,9,0,1,0,3,25,0,4,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEW3885,Seward & Kissel,,,,9128,Seward & Kissel,313060,urn:entity:lfm-313060,https://yoda.lexisai.aws.lexis.com/lawfirms/313060,Seward & Kissel,27,9,14,10,9,"California, Florida, Illinois, Massachusetts, Nevada, New Jersey, New York, Ohio, Texas",25,1,2,0,0,4,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SEY4818,Seyfarth,,,,1814,Seyfarth Shaw,125383,urn:entity:lfm-125383,https://yoda.lexisai.aws.lexis.com/lawfirms/125383,Seyfarth Shaw,"4,394",188,"4,176",86,49,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin",807,8,11,574,"1,618",192,12,"1,199",2,434,2,29,20,11,3,5,1,33,44,76,6,108,7,10,0,42,207,16,306,9,5,8,166,86,12,65,0,78,22,13,37,18,102,13,3,2,12,9,12,1,3,26,59,83,39,6,14,49,5,27,42,12,10,18,12,354,13,22,50,26,11,6,2,2,4,102,31,50,8,2,1,0,37,524,109,195,68,0,10,1,1,24,0,20,0,87,56,12,11,0,7,7,6,0,2,16,2,189,15,184,15,278,11,43
SHA9114,Shartsis Friese,,,,,,,,,Shartsis Friese,29,11,14,6,3,"California, Delaware, New York",23,1,1,1,0,7,2,0,3,1,0,5,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHE2026,Shearman,,,,25908,Shearman & Sterling,139680,urn:entity:lfm-139680,https://yoda.lexisai.aws.lexis.com/lawfirms/139680,Shearman & Sterling,146,32,90,33,21,"Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Indiana, Louisiana, Maryland, Massachusetts, Michigan, New Mexico, New York, North Carolina, Oklahoma, Pennsylvania, Texas, Utah, Washington",99,21,23,3,1,24,1,1,2,0,0,0,27,1,22,0,0,0,6,7,0,1,0,0,0,1,8,0,42,0,0,6,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,2,1,0,0,5,3,9,20,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,16,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,2,0,0,0,1,0,4
SHE2709,Sheehan Phinney Bass & Green,,,,,,,,,Sheehan Phinney Bass & Green,77,25,52,12,12,"California, Connecticut, Delaware, Maine, Maryland, Massachusetts, Michigan, New Hampshire, New York, Ohio, Texas, Vermont",30,0,0,2,6,25,2,16,2,0,1,2,5,0,1,0,0,2,2,4,2,21,42,0,0,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHE2206,Sheppard Mullin,,,,151192,Sheppard Mullin Richter & Hampton,76007,urn:entity:lfm-76007,https://yoda.lexisai.aws.lexis.com/lawfirms/76007,Sheppard Mullin Richter & Hampton,"1,230",170,"1,014",53,33,"Alabama, Alaska, Arizona, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Kansas, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Montana, Nevada, New Jersey, New York, North Carolina, Ohio, Oregon, Pennsylvania, Tennessee, Texas, Utah, Virginia, Washington",339,13,15,300,65,157,23,203,6,11,1,148,72,4,22,1,1,12,59,59,0,9,0,0,0,6,35,4,121,4,0,16,15,6,1,8,0,6,0,1,0,0,9,0,0,0,1,1,0,0,0,24,22,6,26,0,0,6,1,2,3,0,1,1,4,28,1,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,2,497,56,150,81,0,1,1,1,8,0,4,0,9,4,2,0,0,0,0,2,0,0,1,0,7,0,11,0,3,1,12
SHE1759,Sherman & Howard,,,,,,,,,Sherman & Howard,119,36,83,22,18,"Arizona, California, Colorado, Florida, Kentucky, Minnesota, Missouri, Nevada, New Mexico, New York, North Dakota, Ohio, South Carolina, Tennessee, Texas, Utah, Wisconsin, Wyoming",50,1,1,6,2,24,3,34,0,3,2,16,8,0,2,1,0,5,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,20,1,0,2,0,0,0,0,0,1,0,0,0,0,73,0,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0
SHI9777,Shipman & Goodwin,,,,27190,Shipman & Goodwin,273684,urn:entity:lfm-273684,https://yoda.lexisai.aws.lexis.com/lawfirms/273684,Shipman & Goodwin,139,37,90,29,22,"California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Maryland, Massachusetts, Mississippi, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Texas, Vermont, Virginia, Washington, West Virginia",64,9,4,4,1,29,2,26,1,2,0,19,0,6,2,0,0,3,1,6,0,1,0,3,0,88,0,1,8,0,1,2,1,0,0,1,0,4,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,1
SHO1761,Shook Hardy,,,,26457943,"Shook, Hardy & Bacon",202631,urn:entity:lfm-202631,https://yoda.lexisai.aws.lexis.com/lawfirms/202631,"Shook, Hardy & Bacon","1,301",126,"1,155",80,46,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Virgin Islands, Washington, West Virginia, Wisconsin",486,4,5,30,85,111,5,58,11,7,0,60,49,306,4,0,0,79,18,18,2,25,0,0,0,9,8,6,49,3,1,10,28,18,3,6,6,12,7,2,4,10,4,0,1,2,4,0,3,0,2,15,18,27,25,2,1,4,1,5,10,2,2,1,15,80,19,7,3,1,2,3,4,1,1,9,56,241,3,1,2,0,5,127,14,81,24,0,2,0,0,4,0,6,1,4,4,50,4,0,2,1,4,0,1,1,0,85,2,57,3,22,1,10
SHU6100,Shulman Rogers Gandal Pordy & Ecker,,,,,,,,,Shulman Rogers Gandal Pordy & Ecker,84,23,59,7,7,"District of Columbia, Florida, Maryland, Nevada, Oregon, Pennsylvania, Virginia",37,0,0,1,33,17,2,3,0,0,0,0,0,1,0,1,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
SHU5096,"Shumaker, Loop & Kendrick",,,,,,,,,"Shumaker, Loop & Kendrick",340,104,209,39,26,"Arizona, California, Colorado, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Kentucky, Louisiana, Massachusetts, Michigan, Missouri, Nevada, New Jersey, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Utah",148,4,24,7,4,87,17,57,4,9,2,11,17,12,3,8,0,18,37,24,0,3,0,0,2,0,2,0,1,0,0,2,1,1,0,0,0,0,5,4,23,25,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,9,3,68,24,0,0,1,0,4,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,2,3,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,5,0,0,0,0,106,5,15,0,1,0,1
SHU6883,Shutts & Bowen,,,,6140,Shutts & Bowen,649398,urn:entity:lfm-649398,https://yoda.lexisai.aws.lexis.com/lawfirms/649398,Shutts & Bowen,559,124,423,22,18,"California, Colorado, Florida, Georgia, Hawaii, Illinois, Indiana, Maryland, Mississippi, Missouri, Nevada, New York, Ohio, Pennsylvania, South Carolina, Texas, Virgin Islands, Washington",81,3,7,25,30,73,3,46,2,165,1,67,19,3,4,3,0,3,38,9,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,211,30,291,0,1,2,0
SIC4344,Sichenzia Ross Friedman Ference,,,,,,,,,Sichenzia Ross Friedman Ference,18,10,8,5,4,"Connecticut, New Jersey, New York, Texas",22,0,0,0,0,9,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,4,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SID2685,Sideman & Bancroft,,,,213119,Sideman & Bancroft,203488,urn:entity:lfm-203488,https://yoda.lexisai.aws.lexis.com/lawfirms/203488,Sideman & Bancroft,26,22,4,11,9,"Alabama, California, Florida, Illinois, Minnesota, New Jersey, New York, Tennessee, Texas",22,2,0,1,0,5,3,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
SID2808,Sidley,,,,5759,Sidley Austin,125887,urn:entity:lfm-125887,https://yoda.lexisai.aws.lexis.com/lawfirms/125887,Sidley Austin,725,130,523,69,42,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Montana, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, Wisconsin",351,20,49,13,13,85,10,17,16,21,4,26,88,169,57,0,0,9,18,10,0,17,0,1,1,3,10,2,63,2,0,22,25,59,0,1,0,5,3,0,1,4,7,0,0,0,0,1,1,0,0,9,43,12,45,1,0,4,3,4,2,0,4,1,5,52,4,2,5,1,12,2,1,0,2,2,3,1,1,0,1,0,2,32,5,112,8,0,2,0,3,4,0,1,1,10,4,2,5,0,0,1,1,0,1,1,0,22,2,17,1,9,0,29
