law360_firm_id,law360_firm_name,dupe_LM,combine_LM,qualify_LM,lm_firm_id,lm_firm_name,yoda_id,yoda_guid,yoda_url,Law Firm,Total Cases,As Plaintiff,As Defendant,Districts,States / Territories Count,States / Territories Names,Judges,Antitrust,Bankruptcy,Civil Rights,Consumer Protection,Contracts,Copyright,Employment,Environmental,ERISA,False Claims,Insurance,Patent,Product Liability,Securities,Surety Bond,Tax,Torts,Trademark,Trade Secret,D.Me.,D.Mass.,D.N.H.,D.R.I.,D.P.R.,D.Conn.,E.D.N.Y.,N.D.N.Y.,S.D.N.Y.,W.D.N.Y.,D.Vt.,D.Del.,D.N.J.,E.D.Pa.,M.D.Pa.,W.D.Pa.,D.V.I.,D.Md.,E.D.N.C.,M.D.N.C.,W.D.N.C.,D.S.C.,E.D.Va.,W.D.Va.,N.D.W.Va.,S.D.W.Va.,E.D.La.,M.D.La.,W.D.La.,N.D.Miss.,S.D.Miss.,E.D.Tex.,N.D.Tex.,S.D.Tex.,W.D.Tex.,E.D.Ky.,W.D.Ky.,E.D.Mich.,W.D.Mich.,N.D.Ohio,S.D.Ohio,E.D.Tenn.,M.D.Tenn.,W.D.Tenn.,C.D.Ill.,N.D.Ill.,S.D.Ill.,N.D.Ind.,S.D.Ind.,E.D.Wis.,W.D.Wis.,E.D.Ark.,W.D.Ark.,N.D.Iowa,S.D.Iowa,D.Minn.,E.D.Mo.,W.D.Mo.,D.Neb.,D.N.D.,D.S.D.,D.Alaska,D.Ariz.,C.D.Cal.,E.D.Cal.,N.D.Cal.,S.D.Cal.,D.Guam,D.Haw.,D.Idaho,D.Mont.,D.Nev.,D.N.Mar.I.,D.Or.,E.D.Wash.,W.D.Wash.,D.Colo.,D.Kan.,D.N.M.,E.D.Okla.,N.D.Okla.,W.D.Okla.,D.Utah,D.Wyo.,M.D.Ala.,N.D.Ala.,S.D.Ala.,M.D.Fla.,N.D.Fla.,S.D.Fla.,M.D.Ga.,N.D.Ga.,S.D.Ga.,D.D.C.
POS6813,Post & Schell,,,,,,,,,Post & Schell,333,32,285,15,10,"Delaware, Illinois, Maryland, New Jersey, New York, Ohio, Pennsylvania, Texas, Virginia, West Virginia",90,3,2,9,3,21,1,63,0,38,0,71,0,31,1,2,0,70,2,3,0,0,0,0,0,0,0,1,1,0,0,5,27,199,57,23,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POT7212,Potomac Law Group,,,,,,,,,Potomac Law Group,50,28,16,22,18,"California, Colorado, Delaware, District of Columbia, Florida, Indiana, Maryland, Massachusetts, Michigan, Minnesota, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Texas, Virginia, Washington",43,1,6,1,0,19,1,1,0,0,0,1,7,1,2,2,0,3,8,4,0,4,0,0,0,0,2,0,5,0,0,2,1,3,2,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
POT1196,Potter Anderson & Corroon,,,,,,,,,Potter Anderson & Corroon,276,68,184,14,12,"California, Delaware, Florida, Hawaii, Illinois, Indiana, Maryland, New York, Oklahoma, Pennsylvania, Tennessee, Vermont",29,7,16,1,2,48,4,12,0,2,0,6,128,1,20,1,1,2,15,11,0,0,0,0,0,0,0,0,1,0,1,262,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
POY7301,Poyner Spruill,,,,,,,,,Poyner Spruill,101,23,76,18,14,"California, Colorado, Florida, Illinois, Kansas, Kentucky, New Jersey, North Carolina, Ohio, Oklahoma, Pennsylvania, South Carolina, Tennessee, Texas",34,0,2,2,1,16,1,32,0,0,0,4,0,2,0,5,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,49,15,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PRE6129,Preti Flaherty Beliveau & Pachios,,,,,,,,,Preti Flaherty Beliveau & Pachios,114,34,73,21,18,"Delaware, Florida, Georgia, Illinois, Iowa, Maine, Massachusetts, Michigan, Mississippi, Nebraska, New Hampshire, New Jersey, New York, North Carolina, Ohio, Rhode Island, Utah, Vermont",53,5,1,3,6,26,2,15,2,0,0,5,0,2,1,0,0,11,2,5,43,18,22,2,0,0,0,1,2,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,1,0,0
PRI9443,Prince Lobel Tye,,,,,,,,,Prince Lobel Tye,75,45,29,12,11,"California, Connecticut, Delaware, Maine, Maryland, Massachusetts, Missouri, New York, Rhode Island, Texas, Virginia",43,1,0,0,0,8,4,3,0,1,0,3,36,2,0,0,0,2,2,2,1,29,0,1,0,1,0,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRO5254,Procopio Cory Hargreaves & Savitch,,,,,,,,,Procopio Cory Hargreaves & Savitch,170,57,108,15,12,"California, Delaware, Florida, Georgia, Indiana, Nevada, New Jersey, New York, Ohio, Pennsylvania, Texas, Washington",77,2,2,10,4,37,16,18,3,1,1,7,41,2,1,0,0,1,23,4,0,0,0,0,0,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,22,72,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0
PRO6020,Proskauer,,,,3183,Proskauer Rose,123738,urn:entity:lfm-123738,https://yoda.lexisai.aws.lexis.com/lawfirms/123738,Proskauer Rose,343,63,264,49,31,"Arizona, California, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Pennsylvania, Texas, Virginia, Washington, West Virginia, Wisconsin",229,18,6,8,3,51,6,85,1,57,1,11,6,2,15,0,0,1,9,11,0,8,0,0,5,3,32,0,106,1,0,12,18,3,1,2,0,4,1,0,1,0,1,1,1,0,3,1,0,0,1,0,2,1,1,1,0,2,0,2,2,0,0,0,2,21,0,0,2,1,1,0,0,0,1,3,1,1,0,0,0,0,3,21,2,21,3,0,0,0,0,3,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,10,0,12,0,1,0,12
PRY8916,Pryor Cashman,,,,83712,Pryor Cashman,415643,urn:entity:lfm-415643,https://yoda.lexisai.aws.lexis.com/lawfirms/415643,Pryor Cashman,188,54,131,26,20,"Alabama, Arizona, California, Connecticut, Delaware, Florida, Illinois, Indiana, Maryland, Michigan, Missouri, Nevada, New Jersey, New York, Ohio, Oklahoma, Pennsylvania, Tennessee, Texas, Washington",131,0,2,16,3,56,58,17,0,2,0,1,5,1,4,0,0,2,32,3,0,0,0,0,3,3,23,0,76,0,0,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,6,0,16,0,0,0,0
PUL4467,Pullman & Comley,,,,,,,,,Pullman & Comley,114,17,82,9,8,"Connecticut, Illinois, Massachusetts, Mississippi, Missouri, New York, North Carolina, Wyoming",32,32,14,5,4,23,0,8,4,6,0,2,1,1,2,0,1,0,1,2,0,4,0,0,0,96,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QUA9405,Quarles & Brady,,,,14451,Quarles & Brady,40942,urn:entity:lfm-40942,https://yoda.lexisai.aws.lexis.com/lawfirms/40942,Quarles & Brady,545,107,420,68,41,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Jersey, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, Wisconsin",272,2,10,18,70,106,15,68,7,6,1,19,25,80,4,0,0,25,38,16,0,4,0,0,0,1,2,1,8,2,0,10,9,8,2,4,0,3,2,2,0,3,4,1,0,1,1,0,0,0,1,1,4,5,4,4,2,7,0,3,3,0,5,2,0,48,2,15,27,65,45,2,2,0,0,7,1,3,1,0,1,0,62,12,2,2,1,0,1,1,0,1,0,1,1,3,4,2,0,0,2,3,2,0,1,2,0,50,6,47,1,4,0,6
QUI6477,Quinn Emanuel,,,,920,Quinn Emanuel Urquhart & Sullivan,91070,urn:entity:lfm-91070,https://yoda.lexisai.aws.lexis.com/lawfirms/91070,Quinn Emanuel Urquhart & Sullivan,905,366,467,64,41,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Montana, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Virginia, Virgin Islands, Washington, West Virginia, Wisconsin, Wyoming",371,58,35,4,12,167,28,19,3,2,2,14,347,30,41,1,0,16,41,41,0,23,1,5,3,5,19,1,111,2,0,82,51,4,1,2,1,7,3,4,0,2,13,0,2,0,2,1,0,0,0,38,21,19,71,1,0,7,0,3,2,1,2,0,1,30,2,1,2,0,1,1,1,0,0,12,1,4,0,0,0,0,7,96,5,112,8,0,0,0,1,2,0,1,0,13,5,1,0,0,0,2,2,1,0,0,1,7,14,27,0,9,0,25
QUI1960,"Quintairos, Prieto, Wood & Boyer",,,,,,,,,"Quintairos, Prieto, Wood & Boyer",658,147,502,38,21,"Arizona, California, Colorado, Florida, Georgia, Illinois, Kentucky, Louisiana, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Mexico, New York, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Virgin Islands",220,0,1,18,21,31,6,104,0,119,1,94,0,13,1,0,0,153,4,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,46,0,0,0,0,1,0,0,0,0,3,1,5,1,2,6,21,12,7,35,19,0,0,0,0,4,10,5,0,5,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,19,30,0,0,0,0,0,0,0,7,0,0,0,0,36,0,4,0,0,0,0,0,0,0,0,108,39,197,4,17,1,0
REE5164,Reed Smith,,,,433,Reed Smith,311725,urn:entity:lfm-311725,https://yoda.lexisai.aws.lexis.com/lawfirms/311725,Reed Smith,"1,893",305,"1,500",86,50,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming",621,14,59,45,527,252,23,199,2,139,9,146,43,129,11,0,0,33,31,26,1,4,2,3,3,5,82,7,119,5,1,76,131,85,31,119,0,30,2,2,4,3,53,11,5,7,7,3,6,1,4,20,52,87,40,2,5,8,0,10,23,6,2,0,10,106,5,4,14,10,2,1,3,0,2,9,6,6,1,1,0,1,10,168,20,83,35,0,1,2,2,6,0,5,4,6,14,11,7,2,3,15,34,1,0,6,13,45,6,102,3,8,2,31
REI2337,Reichman Jorgensen,,,,,,,,,Reichman Jorgensen,27,16,10,11,9,"California, Delaware, District of Columbia, Florida, New York, North Carolina, Oregon, Texas, Virginia",21,0,1,0,0,2,1,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
REI4284,Reinhart Boerner Van Deuren,,,,,,,,,Reinhart Boerner Van Deuren,114,51,59,29,22,"California, Colorado, Delaware, Florida, Georgia, Guam, Illinois, Kansas, Louisiana, Massachusetts, Michigan, Minnesota, Montana, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, Texas, Virginia, Washington, Wisconsin",54,0,2,1,2,21,3,15,1,32,0,2,12,4,1,0,1,0,9,2,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,10,1,0,0,49,13,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,0
REM1460,Reminger,,,,,,,,,Reminger,775,60,706,31,22,"Alabama, Arizona, California, Florida, Illinois, Indiana, Kentucky, Michigan, Missouri, Nevada, New Hampshire, New Jersey, New York, Ohio, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Virginia, Washington, West Virginia",112,2,2,44,103,62,5,149,0,6,0,58,1,39,2,2,0,194,5,12,0,0,1,0,0,0,1,1,0,0,0,0,1,1,6,3,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1,1,0,51,74,4,1,216,243,0,1,1,0,6,0,54,91,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
RES7676,Resnick & Louis,,,,,,,,,Resnick & Louis,224,10,207,21,12,"Arizona, California, Colorado, Florida, Mississippi, Nevada, New Mexico, New York, Oklahoma, South Carolina, Texas, Utah",123,0,0,7,1,7,6,19,0,0,0,61,0,16,1,3,0,91,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,8,6,4,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,2,3,2,0,0,0,0,52,0,0,0,0,23,0,20,1,0,0,1,0,0,0,0,5,0,5,0,0,0,0
RHO1242,Rhoades McKee,,,,,,,,,Rhoades McKee,60,26,18,9,7,"Florida, Illinois, Michigan, Minnesota, Missouri, Pennsylvania, Virginia",21,1,0,2,1,12,0,12,2,0,0,1,0,5,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
RIC1321,Richards Layton,,,,762,"Richards, Layton & Finger",287855,urn:entity:lfm-287855,https://yoda.lexisai.aws.lexis.com/lawfirms/287855,"Richards, Layton & Finger",418,66,294,17,15,"California, Delaware, Florida, Idaho, Illinois, Massachusetts, New Jersey, New York, North Carolina, Tennessee, Texas, Virginia, Washington, West Virginia, Wisconsin",49,1,57,0,27,58,10,10,1,2,0,1,159,1,63,0,0,0,14,8,0,1,0,0,0,0,0,0,4,0,0,388,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RIK8054,Riker Danzig,,,,74149061,Riker Danzig Scherer Hyland & Perretti,907614,urn:entity:lfm-907614,https://yoda.lexisai.aws.lexis.com/lawfirms/907614,Riker Danzig Scherer Hyland & Perretti,149,27,117,19,14,"Arkansas, California, Florida, Georgia, Illinois, Kentucky, Michigan, New Jersey, New York, North Carolina, Pennsylvania, Texas, Utah, Virginia",85,2,4,2,3,15,1,9,0,2,0,49,0,39,4,0,0,1,4,0,0,0,0,0,0,0,18,8,31,3,0,0,74,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
RIL9909,Riley Safer,,,,6817422,Riley Safer Holmes & Cancila,158882256,urn:entity:lfm-158882256,https://yoda.lexisai.aws.lexis.com/lawfirms/158882256,Riley Safer Holmes & Cancila,202,44,156,41,27,"Alabama, Arizona, Arkansas, California, Colorado, Delaware, District of Columbia, Hawaii, Illinois, Iowa, Kansas, Kentucky, Massachusetts, Michigan, Minnesota, Missouri, New Jersey, New Mexico, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Texas, Washington, Wisconsin, Wyoming",157,2,0,4,10,33,6,20,6,3,0,21,12,27,12,0,0,8,9,7,0,1,0,0,0,0,2,0,8,1,0,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,5,1,1,1,0,0,0,6,69,1,0,0,3,0,2,1,1,0,1,6,0,0,0,0,0,2,25,5,13,9,0,1,0,0,0,0,4,0,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
RIM7936,Rimon,,,,,,,,,Rimon,96,28,65,26,19,"Alabama, California, Colorado, Delaware, District of Columbia, Florida, Illinois, Kansas, Maryland, Missouri, Nebraska, Nevada, New Jersey, New York, North Carolina, South Carolina, Texas, Washington, Wisconsin",78,0,2,0,1,34,16,1,0,0,0,2,32,0,1,0,0,2,18,4,0,0,0,0,0,0,2,0,6,0,0,5,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,24,2,12,2,0,0,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1
RIV4891,Rivkin Radler,,,,81069,Rivkin Radler,226442,urn:entity:lfm-226442,https://yoda.lexisai.aws.lexis.com/lawfirms/226442,Rivkin Radler,547,243,299,22,16,"Arizona, California, Connecticut, Delaware, District of Columbia, Florida, Indiana, Kansas, Massachusetts, Minnesota, New Jersey, New York, Oregon, Pennsylvania, South Carolina, Texas",132,1,9,37,20,24,22,33,2,5,3,110,30,8,1,1,0,14,12,2,0,2,0,0,0,4,224,13,164,7,0,1,92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,2
ROB6426,Robbins Geller,,,,14890,Robbins Geller Rudman & Dowd,2156326,urn:entity:lfm-2156326,https://yoda.lexisai.aws.lexis.com/lawfirms/2156326,Robbins Geller Rudman & Dowd,401,281,5,49,32,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Illinois, Indiana, Kansas, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nevada, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Virginia, Washington",274,9,3,1,28,4,0,1,0,1,2,10,0,6,287,0,0,6,1,0,0,3,0,0,0,3,37,1,91,2,0,6,8,5,2,3,0,2,1,0,0,2,6,0,0,0,0,0,0,0,0,1,5,5,2,0,0,3,0,2,4,1,8,1,0,15,1,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,5,25,1,52,7,0,1,0,0,2,0,0,0,2,8,2,0,1,0,0,1,0,0,1,0,36,2,20,0,4,0,4
ROB1067,Robins Kaplan,,,,2840450,Robins Kaplan,75397,urn:entity:lfm-75397,https://yoda.lexisai.aws.lexis.com/lawfirms/75397,Robins Kaplan,389,214,159,57,39,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Nevada, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Virginia, Washington, Wisconsin",226,21,3,18,8,54,11,7,1,6,0,69,41,39,3,3,0,24,20,14,3,20,0,2,0,2,6,1,18,0,0,12,9,22,0,1,0,1,1,0,3,1,1,0,0,0,3,0,2,0,0,11,1,2,6,0,0,6,2,0,3,1,2,0,0,5,1,0,1,0,3,1,0,0,4,82,3,3,0,17,10,0,2,53,1,21,3,0,0,0,0,7,0,2,0,4,3,1,1,1,0,1,0,0,0,1,0,5,0,3,1,3,0,4
ROB2311,Robinson & Cole,,,,33881,Robinson & Cole,269905,urn:entity:lfm-269905,https://yoda.lexisai.aws.lexis.com/lawfirms/269905,Robinson & Cole,639,101,510,43,31,"Alabama, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Illinois, Kansas, Louisiana, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Hampshire, New Jersey, New York, North Carolina, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Utah, Vermont, Washington, Wyoming",230,0,18,10,44,46,3,27,3,201,1,196,5,10,2,3,0,12,4,1,1,70,4,24,0,179,44,10,65,1,3,23,18,12,2,0,0,2,0,2,4,1,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,8,3,2,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,1,29,1,0,0,1,32,17,56,0,0,0,1
ROB9381,"Robinson, Bradshaw & Hinson",,,,,,,,,"Robinson, Bradshaw & Hinson",131,19,99,18,14,"California, Delaware, District of Columbia, Florida, Georgia, Illinois, Maryland, Nevada, New York, North Carolina, Oklahoma, South Carolina, Texas, Wisconsin",43,5,10,2,3,21,1,32,4,2,0,11,2,12,0,0,0,6,2,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,17,18,65,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1
ROE1481,Roetzel & Andress,,,,4063,Roetzel & Andress,654023,urn:entity:lfm-654023,https://yoda.lexisai.aws.lexis.com/lawfirms/654023,Roetzel & Andress,321,56,265,19,16,"Florida, Illinois, Indiana, Iowa, Kansas, Kentucky, Michigan, Minnesota, Missouri, Ohio, Pennsylvania, South Carolina, Utah, Virginia, West Virginia, Wisconsin",90,1,0,16,6,62,2,64,3,2,0,21,3,14,1,2,0,97,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,5,2,155,98,0,0,0,0,16,0,3,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,0,8,0,0,0,0
ROI1836,Roig Lawyers,,,,8326668,Roig Lawyers,156676033,urn:entity:lfm-156676033,https://yoda.lexisai.aws.lexis.com/lawfirms/156676033,Roig Lawyers,48,3,45,3,2,"California, Florida",26,0,0,22,7,4,0,0,0,0,0,2,0,1,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,38,0,0,0,0
ROP7369,Ropers Majeski Kohn & Bentley,,,,,,,,,Ropers Majeski Kohn & Bentley,207,33,169,18,13,"California, Connecticut, District of Columbia, Florida, Hawaii, Maryland, Massachusetts, Nevada, New Jersey, New York, Oregon, Washington, Wisconsin",111,0,7,16,14,24,2,7,0,13,0,78,2,3,3,0,0,13,10,6,0,2,0,0,1,1,16,0,14,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,16,48,18,0,1,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
